"1966095S","Sandoval Romero Helena","Mujer",19440319,"Casado/a ","Borgo Pinti, 27 ,Florencia","Architectos,Decoradores & Humanistas",2,"Sur Europa","España",9,11
"2031630W","Wilkinson Elisabeth ","Mujer",19780110,"Soltero/a","82-86 Belgrave Road ,London EC1 ","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",3,7
"2031631S","Shaver Charles","Hombre ",19630225,"Casado/a ","22 Park Lane ,London EC1","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",6,7
"1048592P","Parsons Esther","Mujer",19380207,"Soltero/a","62 Greenwich Ave  New York, NY 10018","Architectos,Decoradores & Humanistas",0,"Norteamérica","Estados Unidos",0,6
"1048593G","Grant Ernest","Hombre ",19281128,"Divorciado/a ","107 Reade St  New York, NY 10016","Economistas,Abogados & Admin.Empresas ",3,"Norteamérica","Estados Unidos",1,5
"1114128E","Espada Benegas Enrique","Hombre ",19680704,"Soltero/a","via SS. Quattro, 35/c Roma","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",15,6
"1114129L","Langford Agatha ","Mujer",19350207,"Divorciado/a ","49 Grove St  New York, NY 10014 ","Doctores & Profesionales de la Salud",3,"Norteamérica","Estados Unidos",15,12
"1048594K","King Agatha ","Mujer",19351121,"Casado/a ","Schillerstrasse 9, München","Doctores & Profesionales de la Salud",2,"Norte Europa","Reino Unido ",9,7
"1048595H","Hill Jacqueline ","Mujer",19781203,"Soltero/a","99 Regent Street ,London NW1","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",29,19
"1114130G","Grant Tony","Hombre ",19670927,"Soltero/a","12 West Street ,Liverpool L69 2DH ","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",4,11
"1114131V","Valletto House","Empresa",19560316,,"Atzucac Bellavista 78 08012 Barcelona ","Alimentación",,"Sur Europa","España",12,11
"1179664N","New Homestead ","Empresa",19731103,,"Schillerstrasse 16, München ","Alimentación",,"Norte Europa","Reino Unido ",7,11
"1179665K","Kennedy Eve ","Mujer",19570915,"Soltero/a","533 Kings Road ,London NW1","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",7,6
"1245200M","Mills Tony","Hombre ",19300105,"Divorciado/a ","90 Rue Truffaut , 75003 Paris ","Doctores & Profesionales de la Salud",2,"Norte Europa","Reino Unido ",12,9
"1245201E","Embury Peter","Hombre ",19420531,"Soltero/a","72 Midland Street ,Liverpool L69 3BX","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",16,6
"1179666P","Pan Restaurant","Empresa",19320416,,"Lungarno Vespucci, 34 ,Florencia","Alimentación",,"Sur Europa","España",6,11
"1179667L","Langford Peter","Hombre ",19351109,"Casado/a ","1 Battersea Rise ,London NW1","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",24,14
"1245202M","Molina Escriche David ","Hombre ",19510407,"Casado/a ","Viale Lombardia 55 , Milano ","Gerentes & Directivos ",2,"Sur Europa","España",2,8
"1245203S","Sai Restaurant","Empresa",19770403,,"58 Cathedral Street ,Liverpool L69 3BX","Alimentación",,"Norte Europa","Reino Unido ",14,28
"1048596N","Nyoka ","Empresa",19230922,,"64 Kent Road ,Liverpool L3 5UX","Servicios ",,"Norte Europa","Reino Unido ",15,11
"1048597N","Needham Thomas","Hombre ",19790919,"Soltero/a","42 Threadneedle Street ,London NW1","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",5,7
"1114132S","Spencer Denis ","Hombre ",19480828,"Soltero/a","309 SW 26th St  Fort Lauderdale, FL 33031 ","Economistas,Abogados & Admin.Empresas ",0,"Norteamérica","Estados Unidos",2,5
"1114133M","Mil y un detalles ","Empresa",19720730,,"162 Thames Road ,London SW1 ","Catering",,"Norte Europa","Reino Unido ",20,50
"1048598P","Padilla Valverde Susana ","Mujer",19511023,"Divorciado/a ","Via S.Lavagnini 20 ,Florencia ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",1,9
"1048599M","Marqués Acereda Pilar ","Mujer",19261212,"Casado/a ","Via San Gallo 107r ,Florencia ","Doctores & Profesionales de la Salud",2,"Sur Europa","España",7,7
"1114134G","Grubb Jennifer","Mujer",19440715,"Soltero/a","1 Avenue Carnot , 75003 Paris ","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",8,9
"1114135P","Pereira Fernández Mónica","Mujer",19790309,"Soltero/a","Carrera de San Jerónimo, 5, 2º, Madrid 28034","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",8,7
"1179668D","Díez Durán José ","Hombre ",19790917,"Soltero/a","Via Felice Casati 18 , Milano ","Doctores & Profesionales de la Salud",0,"Sur Europa","España",4,8
"1179669S","Salas Figueroa Victoria ","Mujer",19780811,"Soltero/a","Del Carme 1 08013 Barcelona ","Ingenieros & Especialistas",0,"Sur Europa","España",7,8
"1245204B","Burr Dorothy","Mujer",19770327,"Casado/a ","131 6th Ave  Brooklyn, NY 10015 ","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",13,13
"1245205E","Estrada Guerrero Ignacio","Hombre ",19660101,"Soltero/a","Via Banchi 11-13r ,Florencia","Gerentes & Directivos ",0,"Sur Europa","España",3,8
"1179670C","Cruise Mark ","Hombre ",19731202,"Soltero/a","Park Lane ,London EC1 ","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",6,8
"1179671S","Sales Jennifer","Mujer",19451118,"Divorciado/a ","144 Rue de la Tombe Issoire , 75001 Paris ","Doctores & Profesionales de la Salud",2,"Norte Europa","Reino Unido ",4,7
"1245206W","Warburton Hugh","Hombre ",19600706,"Casado/a ","Dachauer Strasse 91, München","Economistas,Abogados & Admin.Empresas ",3,"Norte Europa","Reino Unido ",5,8
"1245207S","Skydel Daniel ","Hombre ",19430523,"Casado/a ","29 Suspension Bridge ,Liverpool L70 2DH ","Ama de Casa ",1,"Norte Europa","Reino Unido ",7,11
"1310736C","Chelsey ","Empresa",19371106,,"Plinganserstrasse 102, München","Catering",,"Norte Europa","Reino Unido ",12,11
"1310737N","Noel","Empresa",19751005,,"Via Cusani 13 , Milano","Catering",,"Sur Europa","España",10,8
"1376272E","Escudero Domingo Agustín","Hombre ",19770322,"Soltero/a","C/ Valencia 53 08024 Barcelona","Gerentes & Directivos ",0,"Sur Europa","España",1,8
"1376273V","Veras ","Empresa",19600127,,"via Principe Amedeo, 14 Roma","Servicios ",,"Sur Europa","España",11,13
"1310738R","Rovira Soriano Joan ","Hombre ",19371106,"Casado/a ","Tio Caram 56 08020 Barcelona","Ingenieros & Especialistas",3,"Sur Europa","España",9,10
"1310739M","Mcguire Joseph","Hombre ",19420221,"Divorciado/a ","18500 Collins Ave  Miami, FL 33018","Architectos,Decoradores & Humanistas",2,"Norteamérica","Estados Unidos",12,7
"1376274M","Morris Elisabeth","Mujer",19320415,"Casado/a ","110 Great Russell Street ,London EC1","Architectos,Decoradores & Humanistas",2,"Norte Europa","Reino Unido ",14,19
"1376275B","Bell Dorothy","Mujer",19790610,"Soltero/a","17-23 Wardour Street ,London SW1","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",5,6
"1441808S","Skydel Gregory","Hombre ",19250305,"Soltero/a","512 SW 3rd Ave  Miami, FL 33022 ","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",2,8
"1441809D","Delgado Crespo FranciscoJavier","Hombre ",19750927,"Soltero/a","Balmes 43 08035 Barcelona ","Ingenieros & Especialistas",0,"Sur Europa","España",8,9
"1507344P","Prat Salom Patricia ","Mujer",19471213,"Casado/a ","Via Pirelli 7 , Milano","Doctores & Profesionales de la Salud",3,"Sur Europa","España",6,10
"1507345H","Hall Jacqueline ","Mujer",19490706,"Casado/a ","2235 Collins Ave  Miami, FL 33026 ","Architectos,Decoradores & Humanistas",3,"Norteamérica","Estados Unidos",22,29
"1441810E","Espada Benegas Luis ","Hombre ",19730111,"Casado/a ","Via Finocchiaro Aprile 2 , Milano ","Ingenieros & Especialistas",0,"Sur Europa","España",6,9
"1441811R","Rovira Soriano Natalia","Mujer",19110113,"Divorciado/a ","Via Spallanzani 40 , Milano ","Ama de Casa ",0,"Sur Europa","España",3,11
"1507346P","Payne Helen ","Mujer",19271109,"Casado/a ","2949 W Broward Blvd  Fort Lauderdale, FL 33037","Gerentes & Directivos ",2,"Norteamérica","Estados Unidos",6,10
"1507347M","Madhumalati ","Empresa",19740531,,"16 St Barnabas Street ,London W2","Catering",,"Norte Europa","Reino Unido ",9,11
"1310740X","Xervet","Empresa",19290314,,"125 E 23rd St Fl 1  New York, NY 10015","Servicios ",,"Norteamérica","Estados Unidos",6,7
"1310741R","Roberts Peter ","Hombre ",19170306,"Viudo/a","Bayerstrasse 43, München","Ingenieros & Especialistas",2,"Norte Europa","Reino Unido ",5,10
"1376276H","Humphrey Arthur ","Hombre ",19450413,"Casado/a ","Direccion ,London SW1 ","Gerentes & Directivos ",2,"Norte Europa","Reino Unido ",17,15
"1376277A","Aparicio Arqués Jaume ","Hombre ",19450516,"Divorciado/a ","C/ Diputación 12 08025 Barcelona","Gerentes & Directivos ",3,"Sur Europa","España",1,6
"1310742A","Asensio Laseca Pilar","Mujer",19440709,"Casado/a ","Piazza Santa Maria Novella, 8 ,Florencia","Gerentes & Directivos ",2,"Sur Europa","España",9,8
"1310743G","Glory brilliant ","Empresa",19201214,,"Via San Gallo 37r ,Florencia","Catering",,"Sur Europa","España",15,26
"1376278C","Corns Grant ","Hombre ",19450804,"Casado/a ","7 Clyde Walkway ,Liverpool L3 5UX ","Economistas,Abogados & Admin.Empresas ",3,"Norte Europa","Reino Unido ",4,12
"1376279R","Ribas Cuerva Julia","Mujer",19420624,"Casado/a ","Via Veneto, 155 Roma","Gerentes & Directivos ",3,"Sur Europa","España",10,16
"1441812A","Asensio Laseca MiguelÁngel","Hombre ",19670826,"Divorciado/a ","Sant Joan Bosco 28 08014 Barcelona","Doctores & Profesionales de la Salud",4,"Sur Europa","España",3,7
"1441813M","Moore Clare ","Mujer",19610406,"Casado/a ","19 Rue des Prêtres Saint Germain l'Auxerrois , 75003 Paris","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",9,13
"1507348M","Mills Judith","Mujer",19520105,"Casado/a ","10 Albion Street ,Liverpool L3 5UX","Doctores & Profesionales de la Salud",3,"Norte Europa","Reino Unido ",12,11
"1507349M","Mcgraw Arthur ","Hombre ",19470315,"Divorciado/a ","41 Saint Marks Pl  New York, NY 10005 ","Doctores & Profesionales de la Salud",1,"Norteamérica","Estados Unidos",4,13
"1441814B","Barclay Esther","Mujer",19491203,"Soltero/a","28 E 12th St  New York, NY 10004","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",12,6
"1441815V","Valle Vives MiguelÁngel ","Hombre ",19270623,"Soltero/a","Viale Monza 132 , Milano","Doctores & Profesionales de la Salud",0,"Sur Europa","España",9,13
"1507350H","Hacker Mary ","Mujer",19680819,"Soltero/a","438 King'S Road ,London W2","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",5,7
"1507351G","Gimeno Mas Irene","Mujer",19481031,"Casado/a ","Corso Magenta 61 , Milano ","Gerentes & Directivos ",1,"Sur Europa","España",10,9
"1048600M","Mckay Mary","Mujer",19770127,"Soltero/a","51 W 35th St  New York, NY 10007","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",3,10
"1048601B","Brigham Jacqueline","Mujer",19780327,"Soltero/a","56 9th Ave  New York, NY 10015","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",10,12
"1114136S","Santer Grant","Hombre ",19140614,"Casado/a ","153 2nd Ave  New York, NY 10003 ","Doctores & Profesionales de la Salud",1,"Norteamérica","Estados Unidos",10,16
"1114137G","Griffin Clare ","Mujer",19650505,"Soltero/a","35 Rue du Père Corentin , 75001 Paris ","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",6,9
"1048602B","Barney Denis","Hombre ",19620501,"Casado/a ","32 Rue Sainte Anne , 75001 Paris","Economistas,Abogados & Admin.Empresas ",3,"Norte Europa","Reino Unido ",1,7
"1048603F","Ferrero Bautista Ignacio","Hombre ",19580403,"Casado/a ","V. Favencia 77 08029 Barcelona","Gerentes & Directivos ",0,"Sur Europa","España",7,8
"1114138G","Grant James ","Hombre ",19750618,"Casado/a ","Thierschstrasse 49, München ","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",10,10
"1114139W","Warburton Andrew","Hombre ",19490603,"Casado/a ","62 St Giles High Street ,London NW1 ","Economistas,Abogados & Admin.Empresas ",2,"Norte Europa","Reino Unido ",8,18
"1179672L","Langford Mark ","Hombre ",19410521,"Casado/a ","20 Monmouth Street ,London EC3","Doctores & Profesionales de la Salud",1,"Norte Europa","Reino Unido ",13,13
"1179673W","Wigens Mark ","Hombre ",19300316,"Divorciado/a ","79 Avenue du Maine , 75003 Paris","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",7,7
"1245208R","Roca Sacristán Enrique","Hombre ",19600307,"Soltero/a","Piazza Oberdan 12 , Milano","Doctores & Profesionales de la Salud",0,"Sur Europa","España",7,8
"1245209H","Hacker Agatha ","Mujer",19380218,"Casado/a ","1 New York Plz  New York, NY 10012","Economistas,Abogados & Admin.Empresas ",4,"Norteamérica","Estados Unidos",8,10
"1179674T","Tab ","Empresa",19730505,,"4 Boulevard Saint Marcel , 75015 Paris","Catering",,"Norte Europa","Reino Unido ",2,11
"1179675B","Bush Edward ","Hombre ",19210901,"Soltero/a","6 Avenue Victor Hugo , 75003 Paris","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",13,12
"1245210P","Pellisa Galcera David ","Hombre ",19100424,"Divorciado/a ","piazza Montecitorio, 12 Roma","Ama de Casa ",0,"Sur Europa","España",10,7
"1245211L","Lewis Eve ","Mujer",19410414,"Soltero/a","Arabellastrasse 5, München","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",7,9
"1048604S","Szechuan Restaurant ","Empresa",19710120,,"Ramón Y Cajal 32 08018 Barcelona","Alimentación",,"Sur Europa","España",9,9
"1048605T","Torrent León Juana","Mujer",19630929,"Divorciado/a ","Ambaixador D'Irles 50 08026 Barcelona ","Economistas,Abogados & Admin.Empresas ",2,"Sur Europa","España",10,8
"1114140E","Estrada Guerrero Paco ","Hombre ",19551222,"Soltero/a","Concepción Arenal, 6, Madrid 28020","Ingenieros & Especialistas",0,"Sur Europa","España",17,12
"1114141N","Nikunj","Empresa",19410319,,"Baaderstrasse 2-4, München","Catering",,"Norte Europa","Reino Unido ",15,14
"1048606G","Good Tender ","Empresa",19540901,,"109 Washington St  New York, NY 10013 ","Catering",,"Norteamérica","Estados Unidos",12,14
"1048607W","Walker Hugh ","Hombre ",19370928,"Divorciado/a ","461 8th Ave  New York, NY 10003 ","Doctores & Profesionales de la Salud",1,"Norteamérica","Estados Unidos",7,7
"1114142E","Espada Benegas Leire","Mujer",19460114,"Soltero/a","Av. Hospital militar 71 08015 Barcelona ","Gerentes & Directivos ",0,"Sur Europa","España",6,5
"1114143B","Birch Nicholas","Hombre ",19421224,"Casado/a ","17 Rue du Départ , 75002 Paris","Architectos,Decoradores & Humanistas",3,"Norte Europa","Reino Unido ",2,9
"1179676D","Dickinson Grant ","Hombre ",19490320,"Divorciado/a ","35 Charles Street ,London EC3 ","Economistas,Abogados & Admin.Empresas ",3,"Norte Europa","Reino Unido ",5,8
"1179677W","Wilkinson Cristopher","Hombre ",19380303,"Casado/a ","915 SW 26th St  Fort Lauderdale, FL 33023 ","Architectos,Decoradores & Humanistas",3,"Norteamérica","Estados Unidos",9,10
"1245212M","Muñoz Núñez Néstor","Hombre ",19550617,"Soltero/a","via Crescenzio, 78/a Roma ","Doctores & Profesionales de la Salud",0,"Sur Europa","España",6,8
"1245213C","Corrales Díaz Javier","Hombre ",19790513,"Soltero/a","Verge Maria 8 08033 Barcelona ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",5,5
"1179678S","Scanlon Helen ","Mujer",19750612,"Soltero/a","2905 Sheridan St  Hollywood, FL 33035 ","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",15,13
"1179679H","Holdsworth Grant","Hombre ",19521213,"Casado/a ","87 Lavender Hill ,London SW1","Ama de Casa ",3,"Norte Europa","Reino Unido ",12,10
"1245214F","Force Mark","Hombre ",19771018,"Soltero/a","2731 SW 117th Ave  Davie, FL 33021","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",1,6
"1245215H","Holmes Dorothy","Mujer",19600926,"Casado/a ","9 Russell Street ,London NW1","Gerentes & Directivos ",3,"Norte Europa","Reino Unido ",6,9
"1310744F","Force Jhon","Hombre ",19790516,"Soltero/a","61 Rue Sainte Anne , 75001 Paris","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",3,10
"1310745L","Langford Gerald ","Hombre ",19470118,"Divorciado/a ","6742 Collins Ave  Miami, FL 33021 ","Doctores & Profesionales de la Salud",2,"Norteamérica","Estados Unidos",2,8
"1376280E","Embury Jacqueline ","Mujer",19621209,"Casado/a ","812 NW 1st St  Fort Lauderdale, FL 33025","Economistas,Abogados & Admin.Empresas ",2,"Norteamérica","Estados Unidos",0,8
"1376281W","Wigens Deborah","Mujer",19530923,"Soltero/a","20 Savile Row ,London W2","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",14,7
"1310746W","Wood Hugh ","Hombre ",19351210,"Soltero/a","443 S State Road 7  Plantation, FL 33039","Ingenieros & Especialistas",0,"Norteamérica","Estados Unidos",11,6
"1310747N","Noelle","Empresa",19620202,,"Viale Isonzo 2 , Milano ","Servicios ",,"Sur Europa","España",28,56
"1376282A","Aparicio Arqués Agustín ","Hombre ",19720512,"Divorciado/a ","Via Vare, 32 , Milano ","Gerentes & Directivos ",1,"Sur Europa","España",0,9
"1376283G","Grubb Eric","Hombre ",19400419,"Casado/a ","7995 Pembroke Rd  Pembroke Pines, FL 33030","Gerentes & Directivos ",1,"Norteamérica","Estados Unidos",4,8
"1441816T","Tong Bar","Empresa",19720608,,"812 NW 1st St  Fort Lauderdale, FL 33025","Alimentación",,"Norteamérica","Estados Unidos",15,6
"1441817A","Avellaneda Alcázar Eulalia","Mujer",19160423,"Soltero/a","Atocha 43, 1º Izda., Madrid 28001 ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",23,20
"1507352G","Grubb Hugh","Hombre ",19430420,"Divorciado/a ","333 Hudson St Fl 1  New York, NY 10007","Architectos,Decoradores & Humanistas",1,"Norteamérica","Estados Unidos",2,11
"1507353W","Wilkinson Tom ","Hombre ",19691108,"Soltero/a","39 Govan Road ,Liverpool L69 7HY","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",8,6
"1441818S","Shepherd Denis","Hombre ",19210302,"Casado/a ","412 W Broadway  New York, NY 10014","Architectos,Decoradores & Humanistas",4,"Norteamérica","Estados Unidos",6,9
"1441819B","Bosch Pérez Magdalena ","Mujer",19490803,"Casado/a ","Viale Isonzo 2 , Milano ","Gerentes & Directivos ",0,"Sur Europa","España",10,6
"1507354J","Jones Grant ","Hombre ",19310610,"Casado/a ","764 Great West Road ,London EC3 ","Gerentes & Directivos ",3,"Norte Europa","Reino Unido ",4,8
"1507355P","Prat Salom Valentín ","Hombre ",19180426,"Casado/a ","via delle Carrozze, 36 Roma ","Ingenieros & Especialistas",2,"Sur Europa","España",5,5
"1310748W","Wood Edward ","Hombre ",19401229,"Soltero/a","11 Rue des Batignolles , 75015 Paris","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",16,18
"1310749T","Tabitha ","Empresa",19620316,,"Corso Lodi 4 , Milano ","Catering",,"Sur Europa","España",14,8
"1376284E","Edmonson Caroline ","Mujer",19670319,"Casado/a ","Fort Lauderdale, FL 33025 ","Ingenieros & Especialistas",0,"Norteamérica","Estados Unidos",12,12
"1376285J","Jones Daniel","Hombre ",19550508,"Divorciado/a ","35-37 Parkgate Road ,London W2","Ama de Casa ",0,"Norte Europa","Reino Unido ",0,5
"1310750B","Blasco Heredia Elena","Mujer",19790310,"Soltero/a","Via Poliziano 11 , Milano ","Ama de Casa ",0,"Sur Europa","España",6,11
"1310751S","Spencer Dorothy ","Mujer",19700910,"Soltero/a","149 Sullivan St  New York, NY 10017 ","Ingenieros & Especialistas",0,"Norteamérica","Estados Unidos",7,16
"1376286G","Gormeley Denis","Hombre ",19461231,"Casado/a ","15 Beauchamp Place ,London SW1","Gerentes & Directivos ",3,"Norte Europa","Reino Unido ",3,9
"1376287C","Calvo Alonso Serafín","Hombre ",19700228,"Casado/a ","C/ Almansa 38 08030 Barcelona ","Economistas,Abogados & Admin.Empresas ",3,"Sur Europa","España",1,8
"1441820A","Avantika","Empresa",19230807,,"1 Hanover Sq  New York, NY 10005","Catering",,"Norteamérica","Estados Unidos",28,31
"1441821L","Lorenzo Feliu Claudio ","Hombre ",19520502,"Divorciado/a ","Ezpoz y Mina, 4-6, 2º Dcha., Madrid 28022 ","Doctores & Profesionales de la Salud",3,"Sur Europa","España",6,8
"1507356D","Dickinson Eve ","Mujer",19630824,"Casado/a ","16 E 52nd St Frnt  New York, NY 10009 ","Doctores & Profesionales de la Salud",3,"Norteamérica","Estados Unidos",13,13
"1507357B","Burgerer","Empresa",19600807,,"via C. Colombo, 710 Roma","Servicios ",,"Sur Europa","España",28,60
"1441822G","García Rojo Victoria","Mujer",19710415,"Casado/a ","Casablanca 84 08028 Barcelona ","Ingenieros & Especialistas",3,"Sur Europa","España",3,8
"1441823G","González Herrera Ester","Mujer",19761230,"Soltero/a","Via Ludovico Ariosto 22 , Milano","Doctores & Profesionales de la Salud",0,"Sur Europa","España",6,7
"1507358A","Avani ","Empresa",19460715,,"Sotarroni 66 08015 Barcelona","Catering",,"Sur Europa","España",12,19
"1507359C","Callado Calpe Narciso ","Hombre ",19760727,"Casado/a ","Piazza Unità Italiana, 6 ,Florencia ","Doctores & Profesionales de la Salud",0,"Sur Europa","España",5,7
"1572880R","Riggs Michael ","Hombre ",19431229,"Divorciado/a ","512 Washington St  Hoboken, NJ 10015","Doctores & Profesionales de la Salud",3,"Norteamérica","Estados Unidos",2,6
"1572881G","Guardiola Gracia Ester","Mujer",19380102,"Casado/a ","Piazza Della Repubblica 13 , Milano ","Doctores & Profesionales de la Salud",2,"Sur Europa","España",11,7
"1638416W","Wigens Nicholas ","Hombre ",19130718,"Casado/a ","31-35 Craven Hill Gardens ,London EC1 ","Ingenieros & Especialistas",1,"Norte Europa","Reino Unido ",21,20
"1638417C","Corns Gerald","Hombre ",19761008,"Soltero/a","19 Rue Copernic , 75015 Paris ","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",4,8
"1572882M","Mcgraw Eric ","Hombre ",19500126,"Casado/a ","56 Mott St  New York, NY 10013","Economistas,Abogados & Admin.Empresas ",2,"Norteamérica","Estados Unidos",8,10
"1572883O","Ortega Gisbert Carmen ","Mujer",19471016,"Casado/a ","Jose Abascal, 8, Madrid 28010 ","Economistas,Abogados & Admin.Empresas ",2,"Sur Europa","España",6,6
"1638418A","Almirall Castrillo Ignacio","Hombre ",19360312,"Casado/a ","V. Mattonato 29, Milano ","Gerentes & Directivos ",3,"Sur Europa","España",16,15
"1638419C","Castro Morales Patricia ","Mujer",19621007,"Soltero/a","viale del Pattinaggio Roma","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",2,9
"1703952G","González Herrera Mario","Hombre ",19430418,"Soltero/a","La Constitució ( Rosaleda ) 4 08035 Barcelona ","Doctores & Profesionales de la Salud",0,"Sur Europa","España",7,9
"1703953E","Espina Castillo Eduard","Hombre ",19441117,"Divorciado/a ","Gran Vía, 61 - 5º, Madrid 28021 ","Gerentes & Directivos ",0,"Sur Europa","España",25,15
"1769488G","Griffin Eileen","Mujer",19780224,"Soltero/a","158 Delancey St  New York, NY 10005 ","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",3,10
"1769489J","Jones Flora ","Mujer",19260609,"Divorciado/a ","4290 E 4th Ave  Hialeah, FL 33014 ","Doctores & Profesionales de la Salud",1,"Norteamérica","Estados Unidos",11,14
"1703954G","Griffin Eric","Hombre ",19520219,"Casado/a ","961 2nd Ave  New York, NY 10016 ","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",9,6
"1703955M","Moore Andrew","Hombre ",19460423,"Divorciado/a ","104 Bayswater Road ,London EC3","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",9,10
"1769490A","Alvarez Arenas Claudio","Hombre ",19550708,"Soltero/a","La Constitució ( Rosaleda ) 4 08035 Barcelona ","Doctores & Profesionales de la Salud",0,"Sur Europa","España",5,6
"1769491M","Molina Escriche Julia ","Mujer",19180706,"Casado/a ","Via Veneto, 155 Roma","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",3,9
"1572884V","Vázquez Vilanova Mateo","Hombre ",19370530,"Soltero/a","via Civinini, 46 Roma ","Gerentes & Directivos ",0,"Sur Europa","España",10,9
"1572885G","Grove Andrew","Hombre ",19590402,"Casado/a ","224 Piccadilly ,London W2 ","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",11,7
"1638420W","Wigens Emily","Mujer",19750430,"Soltero/a","2235 Collins Ave  Miami, FL 33026 ","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",3,9
"1638421C","Carrasco Carmona Francisco","Hombre ",19130811,"Casado/a ","Via Novara , Milano ","Ingenieros & Especialistas",4,"Sur Europa","España",4,8
"1572886S","Skydel Alfred ","Hombre ",19731029,"Casado/a ","16 Sumner Place ,London EC1 ","Doctores & Profesionales de la Salud",2,"Norte Europa","Reino Unido ",11,11
"1572887B","Burton Caroline ","Mujer",19460922,"Casado/a ","2 Rue Monsigny , 75002 Paris","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",11,11
"1638422O","Ortega Gisbert Magdalena","Mujer",19550426,"Soltero/a","Paseo Reina Cristina, 7, Madrid 28010 ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",11,10
"1638423H","Hernández Borrell Sergio","Hombre ",19180420,"Soltero/a","Via Marco d'Agrate 34a , Milano ","Ama de Casa ",0,"Sur Europa","España",1,8
"1703956W","Wiffort Jane","Mujer",19481227,"Casado/a ","276 Canal St Fl 1  New York, NY 10016 ","Economistas,Abogados & Admin.Empresas ",0,"Norteamérica","Estados Unidos",6,6
"1703957A","Aedy Nicholas ","Hombre ",19430429,"Casado/a ","40 Chalcot Road (Primrose Hill B.R.) ,London SW1","Ama de Casa ",1,"Norte Europa","Reino Unido ",6,9
"1769492M","Marshall Denis","Hombre ",19490116,"Casado/a ","Wrights Lane ,London EC3","Doctores & Profesionales de la Salud",2,"Norte Europa","Reino Unido ",7,10
"1769493S","Serralta Rodrigo Enrique","Hombre ",19500524,"Soltero/a","via Laurentina, 554 Roma","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",7,11
"1703958T","Tabib ","Empresa",19501109,,"Hohenzollernplatz 8, München","Catering",,"Norte Europa","Reino Unido ",19,20
"1703959S","Soto Ros Beatriz","Mujer",19590929,"Casado/a ","Viale Suzzani 13 , Milano ","Gerentes & Directivos ",3,"Sur Europa","España",4,8
"1769494P","Padilla Valverde Isabel ","Mujer",19710322,"Soltero/a","El Puig 16 08028 Barcelona","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",7,7
"1769495M","Mclean Tony ","Hombre ",19560705,"Divorciado/a ","Dreifaltigkeitsplatz 3, München ","Economistas,Abogados & Admin.Empresas ",1,"Norte Europa","Reino Unido ",5,7
